molecule_smiles,n,errors,error_rate,pos_rate
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)sc2C)nc(NCC(C)Oc2ccc(Cl)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2n[nH]cc2C#N)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2n[nH]cc2C(=O)OCC)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)oc2C)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)oc2C)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)oc2C)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)[nH]c2C)nc(NCC(C)S(C)=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)[nH]c2C)nc(NCC(C)N2CCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C(C)C)c(Br)s2)nc(Nc2ccc(C(C)=O)cc2F)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C(=O)OCC)cs2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)Oc2ccc(Cl)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C(=O)OCC)co2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)OCC=C)n1,3,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)OC(C)(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)(CC(C)C)NC(=O)c2cc(Cl)c(Cl)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)(C)CCS(C)(=O)=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)(C)C(=O)N2CCCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)cc3cccnc23)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)cc3cccnc23)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)cc3cccnc23)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(Nc2cccc(C(C)=O)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)[nH]c2C)nc(NCC(C)(CC(C)C)NC(=O)c2cc(Cl)c(Cl)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(Nc2cc(C(C)(C)C)ccc2O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(NCc2nnc(C(C)(C)C)s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(NCC2CCC(=C)CC2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(NCC(C)OC(C)(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(NCC(C)N2CCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(NCC(C)(C)CCS(C)(=O)=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)nc[nH]2)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)[nH]c3ccccc23)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)[nH]c3ccccc23)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C(=O)OCC)cs2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)[nH]c3ccccc23)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(=O)[nH]c3ccccc23)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCC(C)S(C)=O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(NCc2ncoc2C(C)(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)[nH]c2C)nc(NCC(C)(C)CCS(C)(=O)=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)[nH]c2C)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)[nH]c2C)nc(NCC(C)(C)C(=O)N2CCCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(-c3ccc(NS(C)(=O)=O)cc3)cs2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2cccc(C(C)=O)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(Nc2cc(C(C)(C)C)ccc2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(-c3ccc(NS(C)(=O)=O)cc3)cs2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(NCC(C)Oc2ccc(Cl)cc2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(NCC(C)(CC(C)C)NC(=O)c2cc(Cl)c(Cl)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(-c3cccnc3)cs2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(NCC(C)(C)CCS(C)(=O)=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)F)on2)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(=O)[nH]cc2Br)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(Nc2cccc(NC(C)=O)n2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(Nc2cccc(C#C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(Nc2ccc(C#C)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(NCC2CCC(=C)CC2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(NCC(C)N2CCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(NCC(C)(C)CCS(C)(=O)=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(NCC(C)(C)C(=O)N2CCCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(C(=O)OC)c(Br)s2)nc(Nc2cc(C(C)(C)C)ccc2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(Br)no2)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(Cl)c3cn[nH]c3n2)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2ccc([N+](=O)[O-])c(F)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2cccc(C#C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCC(=O)N2)nc(Nc2ccc(C#C)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCC(=O)N2)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H](COC)OC)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(OC)cc3s2)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H](COC)OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H](COC)OC)nc(Nc2cccc(C#C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H](COC)OC)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H](COC)OC)nc(NCC(C)(C)CCS(C)(=O)=O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H](COC)OC)nc(NCC(C)(C)C(=O)N2CCCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2cccc(C(C)=O)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2ccc(C(C)=O)cc2F)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccccc3[nH]2)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(Nc2cc(C(C)(C)C)ccc2O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(OC)cc3s2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(NCC(C)OC(C)(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(NCC(=O)NCC=C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2nc(C)c(Cl)c2C)nc(NCC(=C)Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnnn2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnnn2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnnn2)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnnn2)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccccc3[nH]2)nc(Nc2ccc(C(C)=O)cc2F)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnc3sccc3c2=O)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnc3sccc3c2=O)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,3,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCC(=O)N2)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCC(=O)N2)nc(Nc2cccc(C#C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCC(=O)N2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCCO2)nc(Nc2ccc(C#C)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2OCCN(C)[C@H]2c2cnn(C)c2)nc(Nc2ccc(C#C)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@H](F)CN2Cc2ccnn2C)nc(Nc2cccc(C(C)=O)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@H](F)CN2Cc2ccnn2C)nc(Nc2cccc(C#C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(Cl)cc3o2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@H](F)CN2Cc2ccnn2C)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(Cl)cc3o2)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@H](F)CN2Cc2ccnn2C)nc(Nc2ccc(C#C)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(Cl)cc3s2)nc(Nc2cc(C(C)(C)C)ccc2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@H]23)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@H]23)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@H]23)nc(Nc2cccc(C(C)=O)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@H]23)nc(Nc2ccc(C(C)=O)cc2F)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(Cl)cc3s2)nc(Nc2ccc(C(C)=O)cc2F)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@H]23)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@H]23)nc(NCC(C)(C)CCS(C)(=O)=O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@@H]3C=C[C@H]2C3)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2C[C@@H]3C=C[C@H]2C3)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@H]2c2ccnn2C)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccc(OC)cc3s2)nc(Nc2cc(C(C)(C)C)ccc2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@H]2c2ccnn2C)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@H]2c2ccnn2C)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@H]2c2ccnn2C)nc(Nc2cccc(C#C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@H]2c2ccnn2C)nc(Nc2cc(C(C)(C)C)ccc2O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@@H]2c2nc(C3CC3)no2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@@H]2c2nc(C3CC3)no2)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@@H]2c2nc(C3CC3)no2)nc(Nc2ccc(C#C)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@@H]2c2nc(C3CC3)no2)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCO[C@@H]2c2nc(C3CC3)no2)nc(NCC(C)(C)C(=O)N2CCCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@@H]2CCCO2)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnc3sccc3c2=O)nc(Nc2ccc(C(C)=O)cc2F)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCn2cnc3sccc3c2=O)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nccn2C(F)F)nc(NCC(C)(C)CCS(C)(=O)=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)nc(Nc2c(C(=O)OCC)cnn2C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nnc3c(=O)[nH]ccn23)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nnc3c(=O)[nH]ccn23)nc(NCC2CCC(=C)CC2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nnc3c(=O)[nH]ccn23)nc(NCC(C)OC(C)(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nnc3c(=O)[nH]ccn23)nc(NCC(C)N2CCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nnc3c(=O)[nH]ccn23)nc(NCC(C)(C)CCS(C)(=O)=O)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nnc3c(=O)[nH]ccn23)nc(NCC(=O)NCC=C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCc2nccn2C(F)F)nc(Nc2ccc(C(C)=O)cc2F)n1,1,0,0.0,0.0
