id,protein_name,binds,y_pred,proba_pos,molecule_smiles,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles
56501,sEH,0,0,0.49,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3[nH]c(C)cc3c2)nc(NCC(C)Oc2ccc(Cl)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,Cc1cc2cc(CN)ccc2[nH]1
52029,BRD4,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)S(C)=O)nc(Nc2cnn(C3CCN(C(=O)OC(C)(C)C)CC3)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CCN)S(C)=O,CC(C)(C)OC(=O)N1CCC(n2cc(N)cn2)CC1
41411,sEH,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)cnc2F)nc(NCC(C)(C)C(=O)N2CCCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)C(=O)N1CCCC1,Cc1cnc(F)c(CN)c1
30696,BRD4,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C(F)(F)F)co2)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,Cl.NCc1cc(C(F)(F)F)co1
24615,BRD4,0,1,0.51,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCN(C)C2CCOCC2)nc(Nc2ccc(C(C)=O)cc2F)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1ccc(N)c(F)c1,CN(CCN)C1CCOCC1
31930,HSA,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nc(C)ccc2OC)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,COc1ccc(C)nc1CN.Cl.Cl
1414,HSA,0,1,0.5,C#CCOc1ccc(CNc2nc(Nc3nccc(=O)[nH]3)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)cc1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1ccc(CN)cc1.Cl,Nc1nccc(=O)[nH]1
29308,HSA,0,1,0.52,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(F)cc(F)c2)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C#N)c1ccc(N)cc1,NCc1cc(F)cc(F)c1
32607,BRD4,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(N)=O)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,Cl.NCCNC(N)=O
13904,sEH,0,1,0.5,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(CN3CCCC3=O)cc2)nc(NCC2CCC(=C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C1CCC(CN)CC1.Cl,NCc1ccc(CN2CCCC2=O)cc1
50477,sEH,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(C)oc2C)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Cc1cc(CN)c(C)o1
26036,sEH,0,1,0.52,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(C(C)=O)c2)nc(Nc2nc(C(C)C)c(Br)s2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1cccc(N)c1,CC(C)c1nc(N)sc1Br
30577,HSA,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nccn2-c2ccccc2)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,Cl.Cl.NCc1nccn1-c1ccccc1
22544,sEH,0,1,0.58,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(NC(C)=O)n2)nc(Nc2nc(Cl)c(C=O)c(Cl)n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,Nc1nc(Cl)c(C=O)c(Cl)n1
39302,sEH,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc(C(C)(C)C)s2)nc(Nc2cccnc2F)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1nnc(CN)s1.Cl,Nc1cccnc1F
55066,HSA,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2cc(C)[nH]n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)OC(C)(C)C.Cl,Cc1cc(N)n[nH]1
15517,HSA,0,1,0.6,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)NCC=C)nc(Nc2cnc(Cl)cc2Cl)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=CCNC(=O)CN.Cl,Nc1cnc(Cl)cc1Cl
58194,BRD4,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(C)n2C)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,Cc1ccc(CN)n1C
33121,HSA,0,0,0.49,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(-c3cccc(Br)c3)no2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,Nc1cc(-c2cccc(Br)c2)no1
8939,sEH,0,1,0.58,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC(=C)C)nc(Nc2cc(Cl)c(F)cc2OC)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)COCCN.Cl,COc1cc(F)c(Cl)cc1N
34135,HSA,0,0,0.49,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2n[nH]cc2C#N)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1Cc2c(N)n[nH]c2C1(C)C,N#Cc1c[nH]nc1N
5436,BRD4,0,1,0.58,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc(C#C)cc2)nc(Nc2ccc(N3CCOCC3)cn2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#Cc1ccc(N)cc1,Nc1ccc(N2CCOCC2)cn1
50957,sEH,0,0,0.44,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2CN(c3ncnc4[nH]ncc34)c3ccccc32)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Cl.NCCC1CN(c2ncnc3[nH]ncc23)c2ccccc21
37662,BRD4,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc(C(C)(C)C)s2)nc(NCC23CCC(C)(CO2)C3)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1nnc(CN)s1.Cl,CC12CCC(CN)(C1)OC2.Cl
10500,BRD4,0,1,0.53,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC(=C)C)nc(Nc2n[nH]c3c(F)c(F)ccc23)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)COCCN.Cl,Nc1n[nH]c2c(F)c(F)ccc12
56860,HSA,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2cnn(C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,Cn1cc(N)cn1
35639,sEH,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cnc(Cl)s2)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)n1ncc2cc(N)ccc21,Cl.NCc1cnc(Cl)s1
57990,BRD4,0,0,0.44,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2c(F)cccc2OC)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,COc1cccc(F)c1CN
13129,HSA,0,1,0.53,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSSC)nc(NCC2CCC(=C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C1CCC(CN)CC1.Cl,CSSCCN.Cl
58660,HSA,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cccc3cc[nH]c23)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,Cl.NCc1cccc2cc[nH]c12
27954,BRD4,0,1,0.56,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC2OCCC2(C)C)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C#N)c1ccc(N)cc1,CC1(C)CCOC1CCN
50413,HSA,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2ccc(S(C)(=O)=O)c(F)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,CS(=O)(=O)c1ccc(N)cc1F
47163,BRD4,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccsc2C(=O)OC)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)Cn1cnc2c(N)nc3ccccc3c21,COC(=O)c1sccc1N
27166,HSA,0,1,0.55,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(C(C)=O)c2)nc(Nc2c(C#N)cnn2-c2ccccc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1cccc(N)c1,N#Cc1cnn(-c2ccccc2)c1N
49687,HSA,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc(Cl)c3cn[nH]c3n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)NC(=O)NCCN.Cl.Cl,Nc1nc(Cl)c2cn[nH]c2n1
28845,BRD4,0,1,0.54,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=O)NCc2ccncc2)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C#N)c1ccc(N)cc1,Cl.NCC(=O)NCc1ccncc1
20879,sEH,0,1,0.57,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2cc(OC)ns2)nc(Nc2cccc(NC(C)=O)n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)Nc1cccc(N)n1,COc1cc(CN)sn1.Cl.Cl
40036,HSA,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncoc2C(C)(C)C)nc(Nc2[nH]nc(C)c2C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1ocnc1CN.Cl,Cc1n[nH]c(N)c1C
30704,sEH,0,0,0.44,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc(-c3nnn[nH]3)cc2)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)NS(=O)(=O)c1cccc(N)c1,Cl.NCc1ccc(-c2nnn[nH]2)cc1
35582,sEH,0,0,0.49,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC(F)F)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)n1ncc2cc(N)ccc21,Cl.NCCOCC(F)F
57212,sEH,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
48387,BRD4,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(=O)N2CCN(c3ccccn3)CC2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)Cn1cnc2c(N)nc3ccccc3c21,NCCC(=O)N1CCN(c2ccccn2)CC1
13744,HSA,0,1,0.55,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCC(=C)CC2)nc(Nc2ccc(C#N)c(C(F)(F)F)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C1CCC(CN)CC1.Cl,N#Cc1ccc(N)cc1C(F)(F)F
33664,HSA,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)S(C)=O)nc(Nc2n[nH]c3c2CN(C(=O)OC(C)(C)C)C3(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1Cc2c(N)n[nH]c2C1(C)C,CC(CCN)S(C)=O
57580,HSA,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(NCC(C)(O)CN2CCOCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,CC(O)(CN)CN1CCOCC1
54566,sEH,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)N2CCC2)nc(Nc2nc[nH]n2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)N1CCC1,Nc1nc[nH]n1
57297,BRD4,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2cnc(Cl)cn2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,Nc1cnc(Cl)cn1
33498,BRD4,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2nc(F)cc(F)n2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)N1CCN(c2ccccc2N)CC1,Nc1nc(F)cc(F)n1
23796,BRD4,0,1,0.57,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSC(C)=O)nc(NCC(O)COc2cccc(Cl)c2Cl)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)SCCN.Cl,NCC(O)COc1cccc(Cl)c1Cl
54210,BRD4,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2sncc2Br)nc(NCC(C)N2CCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)N1CCC1,NCc1sncc1Br
46139,sEH,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(CC(C)C)NC(=O)c2cc(Cl)c(Cl)[nH]2)nc(Nc2ccc(OC)cn2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)CC(C)(CN)NC(=O)c1cc(Cl)c(Cl)[nH]1.Cl,COc1ccc(N)nc1
34611,BRD4,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(CC(C)C)NC(=O)c2cc(Cl)c(Cl)[nH]2)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)n1ncc2cc(N)ccc21,CC(C)CC(C)(CN)NC(=O)c1cc(Cl)c(Cl)[nH]1.Cl
47969,sEH,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CCN(c3ccc(Br)cc3)C2)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)Cn1cnc2c(N)nc3ccccc3c21,Cl.NCC1CCN(c2ccc(Br)cc2)C1
50461,HSA,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2ccc3c(C)cc(=O)oc3c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Cc1cc(=O)oc2cc(N)ccc12
51629,sEH,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2ccc(Cl)nc2Cl)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Nc1ccc(Cl)nc1Cl
56240,sEH,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2cccc(CN3CCN(C)CC3)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,CN1CCN(Cc2cccc(N)c2)CC1
35143,HSA,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cc(C)cc(Cl)c2)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)n1ncc2cc(N)ccc21,Cc1cc(N)cc(Cl)c1
42034,HSA,0,0,0.43,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(C)C(=O)N2CCCC2)nc(Nc2cc(Br)cn3ccnc23)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)C(=O)N1CCCC1,Nc1cc(Br)cn2ccnc12
45495,BRD4,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC2CSCCN2Cc2ccccc2)nc(NCC(C)(C)CCS(C)(=O)=O)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)CCS(C)(=O)=O.Cl,NCC1CSCCN1Cc1ccccc1
27805,HSA,0,1,0.55,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(C(C)=O)c2)nc(Nc2ncnc3[nH]ncc23)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1cccc(N)c1,Nc1ncnc2[nH]ncc12
48827,sEH,0,0,0.48,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2ccc3c(c2)C(=O)CCC3)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)Cn1cnc2c(N)nc3ccccc3c21,Nc1ccc2c(c1)C(=O)CCC2
1640,sEH,0,1,0.58,C#CCOc1cccc(CNc2nc(Nc3ncccc3C(=O)OCC)nc(N[C@@H](CC#C)CC(=O)N[Dy])n2)c1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#CCOc1cccc(CN)c1.Cl,CCOC(=O)c1cccnc1N
41102,sEH,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)(C)C(=O)N2CCCC2)nc(Nc2sccc2C(=O)OC)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)C(=O)N1CCCC1,COC(=O)c1ccsc1N
40955,sEH,0,0,0.4,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ccc3c(c2)CC(C)O3)nc(NCC(C)(C)C(=O)N2CCCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)C(=O)N1CCCC1,CC1Cc2cc(CN)ccc2O1
47171,sEH,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCC(C)(OC)OC)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)Cn1cnc2c(N)nc3ccccc3c21,COC(C)(CCN)OC
5975,sEH,0,1,0.58,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(Nc2cccc(C#C)c2)nc(Nc2c(C(=O)OCC)cnn2C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C#Cc1cccc(N)c1,CCOC(=O)c1cnn(C)c1N
37803,BRD4,0,0,0.47,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2nnc(C(C)(C)C)s2)nc(NCC2CCC3(CC3)CN2C)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1nnc(CN)s1.Cl,CN1CC2(CCC1CN)CC2.Cl.Cl
58706,sEH,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)nc(Nc2cccc3c(=O)cc(-c4nn[nH]n4)oc23)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)S(=O)(=O)N1CCN(c2ccccc2)CC1.Cl.Cl,Cl.Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12
43793,sEH,0,0,0.45,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(c2cccc(F)c2)N2CCOCC2)nc(NCC(C)(C)CCC#N)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(CN)CCC#N,NCC(c1cccc(F)c1)N1CCOCC1
54997,HSA,0,0,0.46,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)OC(C)(C)C)nc(Nc2ccc(S(C)(=O)=O)cc2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)OC(C)(C)C.Cl,CS(=O)(=O)c1ccc(N)cc1
9960,BRD4,0,1,0.57,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCOCC(=C)C)nc(NCC2CS(=O)(=O)c3ccccc32)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,C=C(C)COCCN.Cl,NCC1CS(=O)(=O)c2ccccc21
39737,sEH,0,0,0.42,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCc2ncoc2C(C)(C)C)nc(Nc2ccc(Cl)c(C(=O)OC)c2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)c1ocnc1CN.Cl,COC(=O)c1cc(N)ccc1Cl
23870,sEH,0,1,0.51,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCSC(C)=O)nc(NCCC(O)C2CCCC2)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)SCCN.Cl,NCCC(O)C1CCCC1
51646,HSA,0,0,0.41,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)nc(Nc2ccc(F)cc2Cl)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)c1nnc([C@H]2C[C@H](CN)[C@H](O)C2)[nH]1,Nc1ccc(F)cc1Cl
57216,BRD4,0,0,0.49,C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)Oc2ccc(Cl)cc2)nc(Nc2ccc3c(c2)CC(=O)N3)n1,C#CC[C@@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(CN)Oc1ccc(Cl)cc1,Nc1ccc2c(c1)CC(=O)N2
