id,buildingblock1_smiles,buildingblock2_smiles,buildingblock3_smiles,molecule_smiles,protein_name,binds
262841020,O=C(O)C[C@H](C/C=C/c1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21,COc1cccc(N)c1F,Nc1nc(=O)[nH]cc1Br,COc1cccc(Nc2nc(Nc3nc(=O)[nH]cc3Br)nc(N[C@@H](C/C=C/c3ccccc3)CC(=O)N[Dy])n2)c1F,HSA,1
256471935,O=C(O)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)c1ccc(C(F)(F)F)cc1,Cc1nnc(CCCN)s1.Cl,Nc1n[nH]c2cc(F)ccc12,Cc1nnc(CCCNc2nc(Nc3n[nH]c4cc(F)ccc34)nc(N[C@H](CC(=O)N[Dy])c3ccc(C(F)(F)F)cc3)n2)s1,BRD4,1
193793483,O=C(Nc1ccc(C(=O)O)cc1OC(F)(F)F)OCC1c2ccccc2-c2ccccc21,Nc1ccc2c(c1)CC(=O)N2,NCc1ccc(Oc2cccnc2)c(F)c1,O=C1Cc2cc(Nc3nc(NCc4ccc(Oc5cccnc5)c(F)c4)nc(Nc4ccc(C(=O)N[Dy])cc4OC(F)(F)F)n3)ccc2N1,sEH,1
135904947,O=C(Nc1c(Br)cccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,NCc1cccc2c1OCO2,COc1c(N)ncnc1Cl,COc1c(Cl)ncnc1Nc1nc(NCc2cccc3c2OCO3)nc(Nc2c(Br)cccc2C(=O)N[Dy])n1,BRD4,1
30093816,COc1cc(C(=O)O)c(N)cc1NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Nc1ccc(O)cc1Cl,NCc1ccc(N2CCOCC2)cc1C(F)(F)F,COc1cc(C(=O)N[Dy])c(N)cc1Nc1nc(NCc2ccc(N3CCOCC3)cc2C(F)(F)F)nc(Nc2ccc(O)cc2Cl)n1,BRD4,1
12294926,CC(C)(C)OC(=O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CS(=O)(=O)c1ccc(N)cc1,Cl.NCC12CC3CC(CC(C3)C1)C2,CC(C)(C)OC(=O)CC(Nc1nc(NCC23CC4CC(CC(C4)C2)C3)nc(Nc2ccc(S(C)(=O)=O)cc2)n1)C(=O)N[Dy],sEH,0
264405994,O=C(O)C[C@H](Cc1c(F)c(F)c(F)c(F)c1F)NC(=O)OCC1c2ccccc2-c2ccccc21,NCC1CCN(c2ccncc2)CC1,Nc1nc2ccccc2s1,O=C(C[C@H](Cc1c(F)c(F)c(F)c(F)c1F)Nc1nc(NCC2CCN(c3ccncc3)CC2)nc(Nc2nc3ccccc3s2)n1)N[Dy],HSA,1
218525412,O=C(Nc1ccnc(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,Cl.NCCc1ccno1,CN1CC(CN)CC1=O,CN1CC(CNc2nc(NCCc3ccno3)nc(Nc3ccnc(C(=O)N[Dy])c3)n2)CC1=O,BRD4,1
110965117,O=C(N[C@@H]1CC[C@H](C(=O)O)C1)OCC1c2ccccc2-c2ccccc21,Nc1ccc(O)cn1,Cl.Cl.NCC=Cc1cccnc1,O=C(N[Dy])[C@H]1CC[C@@H](Nc2nc(NCC=Cc3cccnc3)nc(Nc3ccc(O)cn3)n2)C1,HSA,0
113220663,O=C(N[C@H](C(=O)O)C1CCCC1)OCC1c2ccccc2-c2ccccc21,Nc1ccncc1Cl,NCCC1CCOC1,O=C(N[Dy])[C@@H](Nc1nc(NCCC2CCOC2)nc(Nc2ccncc2Cl)n1)C1CCCC1,BRD4,1
264387970,O=C(O)C[C@H](Cc1c(F)c(F)c(F)c(F)c1F)NC(=O)OCC1c2ccccc2-c2ccccc21,NCC1(N2CCOCC2)CC1,Nc1cccc(OCc2ccccc2)c1,O=C(C[C@H](Cc1c(F)c(F)c(F)c(F)c1F)Nc1nc(NCC2(N3CCOCC3)CC2)nc(Nc2cccc(OCc3ccccc3)c2)n1)N[Dy],HSA,1
29203157,COc1c(F)ccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cc2cccnc2c2ncccc12,Cn1nccc1[C@@H]1OCC[C@H]1CN,COc1c(F)ccc(C(=O)N[Dy])c1Nc1nc(NC[C@@H]2CCO[C@H]2c2ccnn2C)nc(Nc2cc3cccnc3c3ncccc23)n1,sEH,1
195720037,O=C(Nc1ccc(C(=O)O)nc1)OCC1c2ccccc2-c2ccccc21,N#Cc1cc(F)ccc1N,Nc1nc(Cl)c2cn[nH]c2n1,N#Cc1cc(F)ccc1Nc1nc(Nc2ccc(C(=O)N[Dy])nc2)nc(Nc2nc(Cl)c3cn[nH]c3n2)n1,HSA,1
131560794,O=C(N[C@H]1CC[C@@H](C(=O)O)C1)OCC1c2ccccc2-c2ccccc21,NCc1cccnc1N1CCC(C(N)=O)CC1,NCCC1CCOC1,NC(=O)C1CCN(c2ncccc2CNc2nc(NCCC3CCOC3)nc(N[C@H]3CC[C@@H](C(=O)N[Dy])C3)n2)CC1,BRD4,1
198185602,O=C(Nc1ccc(Cl)c(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,COC(=O)c1nc(N)sc1Br,COC(=O)c1nc(Nc2nc(Nc3ccc(Cl)c(C(=O)N[Dy])c3)nc(Nc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)n2)sc1Br,HSA,1
192198825,O=C(Nc1ccc(C(=O)O)cc1O)OCC1c2ccccc2-c2ccccc21,Cc1nncn1CCCN.Cl,Br.Br.NCC1CCCN1c1cccnn1,Cc1nncn1CCCNc1nc(NCC2CCCN2c2cccnn2)nc(Nc2ccc(C(=O)N[Dy])cc2O)n1,BRD4,1
168042784,O=C(Nc1cc(Cl)cc(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,COc1ccc(N)cc1Cl.Cl,NCC1CCCn2ccnc21,COc1ccc(Nc2nc(NCC3CCCn4ccnc43)nc(Nc3cc(Cl)cc(C(=O)N[Dy])c3)n2)cc1Cl,HSA,1
103807078,O=C(N[C@@H](Cc1cccnc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CS(=O)(=O)Nc1cccc(N)c1,Nc1cc(Cl)nc(Cl)c1[N+](=O)[O-],CS(=O)(=O)Nc1cccc(Nc2nc(Nc3cc(Cl)nc(Cl)c3[N+](=O)[O-])nc(N[C@@H](Cc3cccnc3)C(=O)N[Dy])n2)c1,HSA,1
176060192,O=C(Nc1cc(F)ccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,Cl.NCc1cnc2n1CCOC2,Cc1cc(N)ccc1Cl,Cc1cc(Nc2nc(NCc3cnc4n3CCOC4)nc(Nc3cc(F)ccc3C(=O)N[Dy])n2)ccc1Cl,sEH,0
131641950,O=C(N[C@H]1CC[C@@H](C(=O)O)C1)OCC1c2ccccc2-c2ccccc21,Nc1ccc(F)c([N+](=O)[O-])c1,Cc1cc2cc(CN)ccc2[nH]1,Cc1cc2cc(CNc3nc(Nc4ccc(F)c([N+](=O)[O-])c4)nc(N[C@H]4CC[C@@H](C(=O)N[Dy])C4)n3)ccc2[nH]1,BRD4,0
205849816,O=C(Nc1ccc([N+](=O)[O-])cc1C(=O)O)OCC1c2ccccc2-c2ccccc21,Nc1cncnc1,Nc1nc(Br)cn2ccnc12,O=C(N[Dy])c1cc([N+](=O)[O-])ccc1Nc1nc(Nc2cncnc2)nc(Nc2nc(Br)cn3ccnc23)n1,HSA,0
225125719,O=C(Nc1nc(Cl)ccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,Cn1nccc1CN,CC(O)(CN)c1ccsc1,Cn1nccc1CNc1nc(NCC(C)(O)c2ccsc2)nc(Nc2nc(Cl)ccc2C(=O)N[Dy])n1,HSA,1
74525802,O=C(NC(Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Cc1ncccc1N,Nc1cc(C(F)(F)F)cnc1Cl,Cc1ncccc1Nc1nc(Nc2cc(C(F)(F)F)cnc2Cl)nc(NC(Cc2ccccc2)C(=O)N[Dy])n1,BRD4,1
112993068,O=C(N[C@H](C(=O)O)C1CCCC1)OCC1c2ccccc2-c2ccccc21,NCC[C@@H]1COC[C@H]1O,COC(=O)c1ccc(N)cc1OC,COC(=O)c1ccc(Nc2nc(NCC[C@@H]3COC[C@H]3O)nc(N[C@H](C(=O)N[Dy])C3CCCC3)n2)cc1OC,BRD4,0
152702913,O=C(Nc1c(I)c(C(=O)O)c(I)c(C(=O)O)c1I)OCC1c2ccccc2-c2ccccc21,COC(=O)c1cc(N)ccc1F,Cl.NCc1cc(Br)no1,COC(=O)c1cc(Nc2nc(NCc3cc(Br)no3)nc(Nc3c(I)c(C(=O)O)c(I)c(C(=O)N[Dy])c3I)n2)ccc1F,BRD4,1
207919141,O=C(Nc1cccc(-c2cccc(C(=O)O)c2)c1O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(F)nc1,COc1cc2nc(Cl)nc(N)c2cc1OC,COc1cc2nc(Cl)nc(Nc3nc(Nc4ccc(F)nc4)nc(Nc4cccc(-c5cccc(C(=O)N[Dy])c5)c4O)n3)c2cc1OC,HSA,1
121959230,O=C(N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Nc1nc(-c2ccccc2Cl)cs1,Cc1cscc1CN,Cc1cscc1CNc1nc(Nc2nc(-c3ccccc3Cl)cs2)nc(N[C@H](Cc2ccc(Cl)c(Cl)c2)C(=O)N[Dy])n1,sEH,1
50981207,Cc1cc(C(=O)O)ccc1NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cc(F)c(F)c(F)c1,Nc1ccc2c(c1)CC(=O)N2,Cc1cc(C(=O)N[Dy])ccc1Nc1nc(Nc2cc(F)c(F)c(F)c2)nc(Nc2ccc3c(c2)CC(=O)N3)n1,sEH,0
19246131,CC(OC(C)(C)C)C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,NC1COC1,Nc1n[nH]c2c(Cl)cc([N+](=O)[O-])cc12,CC(OC(C)(C)C)C(Nc1nc(Nc2n[nH]c3c(Cl)cc([N+](=O)[O-])cc23)nc(NC2COC2)n1)C(=O)N[Dy],BRD4,0
160914977,O=C(Nc1cc(Br)ccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,NCCC1CSC1,CN(C)c1ncccc1CN.Cl.Cl,CN(C)c1ncccc1CNc1nc(NCCC2CSC2)nc(Nc2cc(Br)ccc2C(=O)N[Dy])n1,sEH,0
270414237,O=C(O)C[C@H](Cc1ccc(I)cc1)NC(=O)OCC1c2ccccc2-c2ccccc21,COCc1ccc(N)cc1,NCc1ccsc1,COCc1ccc(Nc2nc(NCc3ccsc3)nc(N[C@H](CC(=O)N[Dy])Cc3ccc(I)cc3)n2)cc1,BRD4,1
228159313,O=C(Nc1nc2ncc(CNc3ccc(C(=O)O)cc3)nc2c(=O)[nH]1)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCC(=O)NCCN1CCOCC1,NCc1ccc(NC(=O)c2ccco2)cc1,O=C(CNc1nc(NCc2ccc(NC(=O)c3ccco3)cc2)nc(Nc2nc3ncc(CNc4ccc(C(=O)N[Dy])cc4)nc3c(=O)[nH]2)n1)NCCN1CCOCC1,HSA,1
125490508,O=C(N[C@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,COC(C)(CN)C1CC1,Nc1cc(Cl)nc(Cl)c1[N+](=O)[O-],COC(C)(CNc1nc(Nc2cc(Cl)nc(Cl)c2[N+](=O)[O-])nc(N[C@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N[Dy])n1)C1CC1,HSA,1
169695174,O=C(Nc1cc(Cl)ccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,NCc1cccnc1N1CCC(C(N)=O)CC1,Nc1ccc(F)c(Cl)c1F,NC(=O)C1CCN(c2ncccc2CNc2nc(Nc3cc(Cl)ccc3C(=O)N[Dy])nc(Nc3ccc(F)c(Cl)c3F)n2)CC1,BRD4,1
121017749,O=C(N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CCC(CN)Oc1ccccc1C.Cl,CC(C)c1nc(N)sc1Br,CCC(CNc1nc(Nc2nc(C(C)C)c(Br)s2)nc(N[C@H](Cc2ccc(Cl)c(Cl)c2)C(=O)N[Dy])n1)Oc1ccccc1C,sEH,1
284719777,O=C(O)[C@@H]1Cc2ccc(O)cc2CN1C(=O)OCC1c2ccccc2-c2ccccc21,Cc1cc(N)ccn1,Cc1nc(CCN)sc1C,Cc1cc(Nc2nc(NCCc3nc(C)c(C)s3)nc(N3Cc4cc(O)ccc4C[C@H]3C(=O)N[Dy])n2)ccn1,HSA,0
197371729,O=C(Nc1ccc(Cl)c(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,COC(=O)c1cc(N)cc(O)c1,Cn1ccc(S(=O)(=O)NCCN)c1,COC(=O)c1cc(O)cc(Nc2nc(NCCNS(=O)(=O)c3ccn(C)c3)nc(Nc3ccc(Cl)c(C(=O)N[Dy])c3)n2)c1,HSA,1
178439019,O=C(Nc1cc([N+](=O)[O-])ccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,Nc1cc(Cl)c([N+](=O)[O-])cn1,NCC(O)c1ccc(Cl)s1.O=C(O)C(F)(F)F,O=C(N[Dy])c1ccc([N+](=O)[O-])cc1Nc1nc(NCC(O)c2ccc(Cl)s2)nc(Nc2cc(Cl)c([N+](=O)[O-])cn2)n1,BRD4,1
196472337,O=C(Nc1ccc(C(F)(F)F)cc1C(=O)O)OCC1c2ccccc2-c2ccccc21,Cc1cc(N)ccc1O,Cn1ccc(S(=O)(=O)NCCN)c1,Cc1cc(Nc2nc(NCCNS(=O)(=O)c3ccn(C)c3)nc(Nc3ccc(C(F)(F)F)cc3C(=O)N[Dy])n2)ccc1O,BRD4,1
72976444,O=C(NC(CC1CCCCC1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Nc1ncccc1C=O,Nc1ncnc(=O)[nH]1,O=Cc1cccnc1Nc1nc(Nc2ncnc(=O)[nH]2)nc(NC(CC2CCCCC2)C(=O)N[Dy])n1,HSA,1
19028146,CC(OC(C)(C)C)C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,Cl.Cl.NCc1cncc(F)c1,CS(=O)(=O)Nc1ccc(-c2csc(N)n2)cc1,CC(OC(C)(C)C)C(Nc1nc(NCc2cncc(F)c2)nc(Nc2nc(-c3ccc(NS(C)(=O)=O)cc3)cs2)n1)C(=O)N[Dy],HSA,0
16745647,CC(C)(C)OCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,Cc1cccc(OCCCN)c1C.Cl,Cc1sc(N)c(C#N)c1C,Cc1cccc(OCCCNc2nc(Nc3sc(C)c(C)c3C#N)nc(NC(COC(C)(C)C)C(=O)N[Dy])n2)c1C,HSA,0
120998169,O=C(N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CC1(CCCCN)OCCO1,COc1c(N)cccc1F,COc1c(F)cccc1Nc1nc(NCCCCC2(C)OCCO2)nc(N[C@H](Cc2ccc(Cl)c(Cl)c2)C(=O)N[Dy])n1,BRD4,1
259312846,O=C(O)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)c1cccc([N+](=O)[O-])c1,CC(=O)SCCN.Cl,Cc1ccc(N)c(CO)c1,CC(=O)SCCNc1nc(Nc2ccc(C)cc2CO)nc(N[C@H](CC(=O)N[Dy])c2cccc([N+](=O)[O-])c2)n1,HSA,0
125376735,O=C(N[C@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CCC(CC)(CN)OC,Nc1ccc(F)c(C(F)(F)F)c1,CCC(CC)(CNc1nc(Nc2ccc(F)c(C(F)(F)F)c2)nc(N[C@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N[Dy])n1)OC,BRD4,1
252138280,O=C(O)C[C@@H](Cc1cccc(F)c1)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCC=Cc1cccnc1,Cl.NCCn1cnc2sccc2c1=O,O=C(C[C@@H](Cc1cccc(F)c1)Nc1nc(NCC=Cc2cccnc2)nc(NCCn2cnc3sccc3c2=O)n1)N[Dy],HSA,1
283287173,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)OCC1c2ccccc2-c2ccccc21,CC(=O)c1cccc(N)c1,COC(=O)c1cncc(N)c1,COC(=O)c1cncc(Nc2nc(Nc3cccc(C(C)=O)c3)nc(N3[C@H](C(=O)N[Dy])C[C@@H]4CCCC[C@@H]43)n2)c1,sEH,0
37008508,COc1ccc(NC(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1,Nc1ncc(Cl)nc1Cl,NCc1cc(C(F)F)on1,COc1ccc(Nc2nc(NCc3cc(C(F)F)on3)nc(Nc3ncc(Cl)nc3Cl)n2)c(C(=O)N[Dy])c1,HSA,1
158280826,O=C(Nc1cc(Br)c(F)cc1C(=O)O)OCC1c2ccccc2-c2ccccc21,CS(=O)(=O)Nc1cccc(N)c1,COC(=O)c1c[nH]nc1N,COC(=O)c1c[nH]nc1Nc1nc(Nc2cccc(NS(C)(=O)=O)c2)nc(Nc2cc(Br)c(F)cc2C(=O)N[Dy])n1,HSA,1
121635910,O=C(N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,N#Cc1ccc(N)cc1C(F)(F)F,Nc1cc(Br)cn2ccnc12,N#Cc1ccc(Nc2nc(Nc3cc(Br)cn4ccnc34)nc(N[C@H](Cc3ccc(Cl)c(Cl)c3)C(=O)N[Dy])n2)cc1C(F)(F)F,HSA,1
18218217,CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,NCCc1coc2ccccc12,NCc1ccnc(-n2cncn2)c1,CC(C)CC(Nc1nc(NCCc2coc3ccccc23)nc(NCc2ccnc(-n3cncn3)c2)n1)C(=O)N[Dy],BRD4,0
19228411,CC(OC(C)(C)C)C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,N#Cc1ccc(N)c([N+](=O)[O-])c1,Cn1c(=O)cc(N)[nH]c1=O,CC(OC(C)(C)C)C(Nc1nc(Nc2cc(=O)n(C)c(=O)[nH]2)nc(Nc2ccc(C#N)cc2[N+](=O)[O-])n1)C(=O)N[Dy],HSA,0
265726498,O=C(O)C[C@H](Cc1ccc(Br)cc1)NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cccc2[nH]ccc12,Nc1nc2ccc(Cl)cc2s1,O=C(C[C@H](Cc1ccc(Br)cc1)Nc1nc(Nc2nc3ccc(Cl)cc3s2)nc(Nc2cccc3[nH]ccc23)n1)N[Dy],HSA,1
13176232,CC(C)(C)OC(=O)CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CCOC(=O)c1ccc(O)c(N)c1,NCc1ccc(F)nc1,CCOC(=O)c1ccc(O)c(Nc2nc(NCc3ccc(F)nc3)nc(NC(CCC(=O)OC(C)(C)C)C(=O)N[Dy])n2)c1,HSA,1
14060583,CC(C)(C)OC(=O)CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,Nc1cccc2c(=O)[nH][nH]c(=O)c12,Cn1c(N)cc(=O)n(C)c1=O,Cn1c(Nc2nc(Nc3cccc4c(=O)[nH][nH]c(=O)c34)nc(NC(CCC(=O)OC(C)(C)C)C(=O)N[Dy])n2)cc(=O)n(C)c1=O,BRD4,1
236510943,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)c1ccc(Br)cc1,CCC(CN)Oc1ccccc1C.Cl,Nc1nccc(=O)[nH]1,CCC(CNc1nc(Nc2nccc(=O)[nH]2)nc(NC(CC(=O)N[Dy])c2ccc(Br)cc2)n1)Oc1ccccc1C,BRD4,1
84685222,O=C(NCc1cccc(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,NCc1cc(-c2ccccc2)[nH]n1,Cn1nccc1[C@@H]1OCC[C@H]1CN,Cn1nccc1[C@@H]1OCC[C@H]1CNc1nc(NCc2cccc(C(=O)N[Dy])c2)nc(NCc2cc(-c3ccccc3)[nH]n2)n1,HSA,1
78959173,O=C(NC1(C(=O)O)CCCCC1)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NCc1nc2cnccc2s1,COC(=O)c1cc(Cl)nc(Cl)c1N,COC(=O)c1cc(Cl)nc(Cl)c1Nc1nc(NCc2nc3cnccc3s2)nc(NC2(C(=O)N[Dy])CCCCC2)n1,HSA,1
29327302,COc1c(F)ccc(C(=O)O)c1NC(=O)OCC1c2ccccc2-c2ccccc21,Nc1cccnc1F,NCc1ccsc1,COc1c(F)ccc(C(=O)N[Dy])c1Nc1nc(NCc2ccsc2)nc(Nc2cccnc2F)n1,HSA,1
226835241,O=C(Nc1nc2ccc(C(=O)O)cc2s1)OCC1c2ccccc2-c2ccccc21,COCc1ccc(N)cc1,CC(O)(CN)CN1CCOCC1,COCc1ccc(Nc2nc(NCC(C)(O)CN3CCOCC3)nc(Nc3nc4ccc(C(=O)N[Dy])cc4s3)n2)cc1,BRD4,0
268583978,O=C(O)C[C@H](Cc1ccc(Cl)cc1)NC(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCC1CCOCC12CCCC2,Nc1cc(CO)ccn1,O=C(C[C@H](Cc1ccc(Cl)cc1)Nc1nc(NCC2CCOCC23CCCC3)nc(Nc2cc(CO)ccn2)n1)N[Dy],sEH,1
89152993,O=C(N[C@@H](CC1CC1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Nc1ccc(F)cc1F,CCOC(=O)c1nonc1N,CCOC(=O)c1nonc1Nc1nc(Nc2ccc(F)cc2F)nc(N[C@@H](CC2CC2)C(=O)N[Dy])n1,HSA,1
257694096,O=C(O)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)c1ccc(Cl)cc1,Cl.NCC1Cc2ccccc2C1,Nc1[nH]c(=O)ncc1F,O=C(C[C@@H](Nc1nc(NCC2Cc3ccccc3C2)nc(Nc2[nH]c(=O)ncc2F)n1)c1ccc(Cl)cc1)N[Dy],BRD4,1
289316939,O=C(O)[C@H]1CCCCN1C(=O)OCC1c2ccccc2-c2ccccc21,Cl.NCCN1C(=O)SC(=Cc2cccs2)C1=O,Cl.NCC1CCOCC12CCCC2,O=C(N[Dy])[C@H]1CCCCN1c1nc(NCCN2C(=O)SC(=Cc3cccs3)C2=O)nc(NCC2CCOCC23CCCC3)n1,sEH,1
221349709,O=C(Nc1cnccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,COC(=O)c1ccc(N)cc1C,Nc1nc(Cl)c2[nH]cnc2n1,COC(=O)c1ccc(Nc2nc(Nc3nc(Cl)c4[nH]cnc4n3)nc(Nc3cnccc3C(=O)N[Dy])n2)cc1C,HSA,1
164529090,O=C(Nc1cc(C(=O)O)ccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,CC(=O)SCCN.Cl,Br.NCc1cccc(Br)n1,CC(=O)SCCNc1nc(NCc2cccc(Br)n2)nc(Nc2cc(C(=O)N[Dy])ccc2C(=O)O)n1,BRD4,1
104103672,O=C(N[C@@H](Cc1cccnc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Cl.NCCN1CCCS1(=O)=O,CC(=O)SCCN.Cl,CC(=O)SCCNc1nc(NCCN2CCCS2(=O)=O)nc(N[C@@H](Cc2cccnc2)C(=O)N[Dy])n1,BRD4,0
66855325,N#Cc1ccc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1,Cc1ccc(N)nn1,COc1nc(C)ccc1CN,COc1nc(C)ccc1CNc1nc(Nc2ccc(C)nn2)nc(N[C@@H](Cc2ccc(C#N)cc2)C(=O)N[Dy])n1,HSA,1
8264750,C=CCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,Cl.NC[C@H]1CC[C@H](C(N)=O)CC1,Nc1cncc(F)c1,C=CCC[C@@H](Nc1nc(NC[C@H]2CC[C@H](C(N)=O)CC2)nc(Nc2cncc(F)c2)n1)C(=O)N[Dy],sEH,0
55596051,Cc1ccc(C(CC(=O)O)NC(=O)OCC2c3ccccc3-c3ccccc32)cc1,CC(C)(C)OC(=O)N1Cc2c(N)n[nH]c2C1(C)C,NCc1cnc(-c2ccccc2)s1,Cc1ccc(C(CC(=O)N[Dy])Nc2nc(NCc3cnc(-c4ccccc4)s3)nc(Nc3n[nH]c4c3CN(C(=O)OC(C)(C)C)C4(C)C)n2)cc1,BRD4,1
74573965,O=C(NC(Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Cl.Cl.NC[C@@H]1CCO[C@H]1c1cn[nH]c1,Cl.NCc1cccc2cc[nH]c12,O=C(N[Dy])C(Cc1ccccc1)Nc1nc(NCc2cccc3cc[nH]c23)nc(NC[C@@H]2CCO[C@H]2c2cn[nH]c2)n1,HSA,1
109023271,O=C(N[C@@H](Cc1cscn1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CC1=CCN(CCN)CC1.Cl.Cl,Nc1cc(=O)[nH]c(=S)[nH]1,CC1=CCN(CCNc2nc(Nc3cc(=O)[nH]c(=S)[nH]3)nc(N[C@@H](Cc3cscn3)C(=O)N[Dy])n2)CC1,HSA,1
73833859,O=C(NC(CCc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Nc1c(F)cccc1F,COC(=O)c1nc(N)sc1Br,COC(=O)c1nc(Nc2nc(Nc3c(F)cccc3F)nc(NC(CCc3ccccc3)C(=O)N[Dy])n2)sc1Br,HSA,1
192737218,O=C(Nc1ccc(C(=O)O)cc1O)OCC1c2ccccc2-c2ccccc21,Nc1cccc2[nH]ccc12,Cn1ncc(C#N)c1N,Cn1ncc(C#N)c1Nc1nc(Nc2ccc(C(=O)N[Dy])cc2O)nc(Nc2cccc3[nH]ccc23)n1,HSA,1
198667633,O=C(Nc1ccc(Cl)cc1C(=O)O)OCC1c2ccccc2-c2ccccc21,Cc1cc(O)cc(C)c1N,CCc1cc(N)n[nH]1,CCc1cc(Nc2nc(Nc3ccc(Cl)cc3C(=O)N[Dy])nc(Nc3c(C)cc(O)cc3C)n2)n[nH]1,HSA,1
121049853,O=C(N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O)OCC1c2ccccc2-c2ccccc21,CCOc1cc(N)ccn1,NCC1CS(=O)(=O)c2ccccc21,CCOc1cc(Nc2nc(NCC3CS(=O)(=O)c4ccccc43)nc(N[C@H](Cc3ccc(Cl)c(Cl)c3)C(=O)N[Dy])n2)ccn1,BRD4,1
200539624,O=C(Nc1ccc(F)c(C(=O)O)c1F)OCC1c2ccccc2-c2ccccc21,CC1(CCCCN)OCCO1,NCc1ccc(Oc2cccnc2)c(F)c1,CC1(CCCCNc2nc(NCc3ccc(Oc4cccnc4)c(F)c3)nc(Nc3ccc(F)c(C(=O)N[Dy])c3F)n2)OCCO1,HSA,1
154268749,O=C(Nc1c(I)cccc1C(=O)O)OCC1c2ccccc2-c2ccccc21,Cl.NCc1cnc2n1CCOC2,Nc1nc(Br)cn2ccnc12,O=C(N[Dy])c1cccc(I)c1Nc1nc(NCc2cnc3n2CCOC3)nc(Nc2nc(Br)cn3ccnc23)n1,HSA,0
